ID,NAME,PositionMain,Position2,Position3,Position4,Position5,side,Position,height,dominanthand,offense,defense,power,stamina,speed,acceleration,reflexes,quickness,dribblingaccuracy,dribblingspeed,passaccuracy,passspeed,3paccuracy,3pspeed,shootccuracy,shootdistance,shoottechnique,freethrow,curve,dunk,jump,technique,mentality,aggressive,alignment,condition,oppositeaccuracy,oppositefrequency,specialabilitiy1,specialabilitiy2,specialabilitiy3,specialabilitiy4,specialabilitiy5,specialabilitiy6,specialabilitiy7,specialabilitiy8,specialabilitiy9,specialabilitiy10,specialabilitiy11,specialabilitiy12,specialabilitiy13,specialabilitiy14,specialabilitiy15,specialabilitiy16,specialabilitiy17,specialabilitiy18,specialabilitiy19,specialabilitiy20,specialabilitiy22
698,ケヴィン・ノーラン,CMF,ST,OMF,SMF,,逆,B,183,右,77,73,82,85,71,72,85,71,72,68,75,75,73,76,77,77,76,74,73,82,76,71,73,75,75,6,6,5,,,〇,〇,,,,,,〇,,,,,,,,,,,〇
699,リカルド・ガードナー,SB,SMF,CMF,WB,,右,B,175,右,73,71,73,83,90,85,71,83,75,93,71,75,73,83,67,76,72,68,73,67,80,70,72,72,65,4,5,5,〇,,,,,,,,,,,,,,,,,,,,
700,ジェフレン・スアレス,ST,WG,SMF,,,両,B,173,右,74,67,70,79,85,85,73,85,78,86,72,71,73,70,74,73,76,80,74,67,71,79,70,77,70,4,6,6,〇,,,,,,,,,,,,,,,,,,,,
701,エフル,CF,ST,WG,,,両,B,176,右,75,68,75,73,86,76,71,70,83,85,70,76,78,80,83,71,74,76,72,69,81,74,70,75,70,5,5,5,〇,,,,,,,,,,,,,,,,,,,,
702,ムスタファ,ST,CF,WG,OMF,,両,B,178,右,80,65,73,76,84,83,74,84,75,82,74,73,73,73,76,72,82,70,72,67,79,78,70,79,67,6,6,6,〇,,,,,,,,,,,,,,,,,,,,
703,トメール,CF,WG,SMF,,,右,B,188,右,77,69,79,70,83,79,75,76,75,79,72,69,75,83,77,79,77,77,77,73,71,70,73,73,69,5,5,5,,,,,,,,,〇,,,,,,,,,,,,
704,アイハン,CMF,OMF,SMF,,,右,B,173,右,75,74,70,88,77,79,82,75,76,78,77,75,73,67,74,69,73,72,72,71,76,75,84,72,80,5,6,7,,,,,,,,,,〇,,,,,,,,,,,
705,ケニー・ミラー,CF,ST,WG,SMF,,両,B,175,右,80,65,71,76,78,85,85,80,72,77,69,71,65,68,78,73,77,71,68,78,86,73,83,85,65,4,5,5,,,,,,,,,,,,,,〇,,,,,,,
706,セーザル・サンチン,ST,CF,OMF,SMF,,左,C,174,左,77,68,72,78,78,75,72,75,75,75,75,74,74,73,78,72,75,79,80,72,82,81,71,74,73,5,5,5,,,,,,,,〇,,,,,,,,,,,,,
707,ペラン,DMF,SMF,SB,,,両,B,180,右,72,77,75,81,76,75,79,79,73,75,73,71,75,76,73,78,71,77,75,70,74,73,82,72,79,5,5,5,,,,,,,,,,,,,,,,,,,〇,〇,
708,サルピンギディス,CF,ST,SMF,,,左,B,172,左,79,69,71,81,74,81,87,79,74,75,73,73,73,73,78,74,78,73,74,65,69,76,78,81,72,5,5,5,,,☆,,,,,,,☆,,,,〇,,,☆,,,,
709,サバレタ,SB,SMF,CMF,,,両,B,174,左,75,74,72,80,78,75,74,75,73,74,72,83,74,82,74,82,73,70,72,77,77,71,79,71,79,6,5,5,,,,,,,,,,〇,,,,,,,,,,,
710,ルナ,SMF,OMF,CMF,WB,SB,両,B,180,右,76,71,72,81,75,74,74,74,74,74,86,82,80,75,73,73,73,79,75,70,70,77,72,77,78,5,4,4,,,,〇,〇,〇,,,,〇,,,,,,,,,,,
711,ルベン・ミカエウ,OMF,CMF,,,,,B,176,右,76,69,70,76,71,78,71,80,78,74,82,85,75,73,72,72,78,82,82,69,69,76,77,78,72,5,5,5,,,,,,〇,,,,,,,〇,,,,,,,,
712,ダニエル・パレホ,OMF,SMF,CMF,,,逆,C,180,右,77,70,71,79,75,72,74,73,80,71,84,72,79,77,73,72,71,88,84,67,68,81,75,73,78,5,5,5,,,,,〇,,,,,,,,,,,〇,,,,,
713,バレロン,OMF,CMF,,,,,C,180,右,80,71,75,70,69,70,73,71,87,70,89,79,82,72,78,72,78,75,75,73,70,87,66,73,83,3,5,5,,〇,,,☆,☆,,,,,,,☆,,〇,〇,,,,,
714,ワシントン,CF,,,,,右,B,190,右,83,65,86,70,71,69,78,67,77,70,72,70,67,69,84,80,88,77,75,83,69,80,76,83,72,5,5,5,,,,,,,〇,〇,〇,,,,〇,〇,,,,,,,
715,ボーヴォ,CB,SB,,,,両,B,181,左,67,84,77,76,71,72,83,72,69,67,72,81,78,81,69,85,72,78,80,82,84,70,72,65,75,6,5,4,,,,,,,,,,,,,,,,,,〇,〇,,〇
716,アレクシス・サンチェス,ST,WG,OMF,SMF,,両,B,171,右,80,65,72,76,78,80,72,85,83,85,75,76,73,76,75,69,75,76,74,65,70,80,71,83,65,4,5,5,☆,〇,,,,,,,,,,,,,☆,☆,,,,,
717,イズマエル・バングラ,CF,ST,WG,SMF,,右,B,174,右,81,68,70,73,77,84,76,85,77,83,65,68,76,76,81,73,82,80,74,70,81,73,65,77,65,4,5,5,,,,,,,〇,,,,,,,,,,,,,,
718,ジュフレ,SMF,WG,,,,左,B,175,左,77,70,70,71,70,77,75,80,76,83,73,77,77,79,77,70,76,81,82,68,73,74,79,75,71,4,6,6,,,,,,,,,,,,,,〇,,,,,,,
719,シスコ・テハーダ,CF,,,,,,B,186,右,83,65,77,73,83,78,80,74,73,80,71,71,68,70,82,79,80,70,67,76,76,72,70,82,75,6,5,5,,,,〇,,,〇,,〇,〇,,,〇,,,,,,,,
720,ホルマン,SMF,CF,ST,WG,OMF,利,B,177,右,77,69,72,76,72,79,79,83,72,79,74,75,73,70,77,74,79,73,70,77,82,72,68,81,75,5,7,6,,,,〇,,,,,,〇,,,,,,,,,,,
721,エメルソン・コンセイソン,SB,,,,,利,B,185,右,72,72,71,80,76,76,72,70,83,79,78,75,82,78,70,75,74,79,77,66,74,80,70,72,78,5,4,4,,〇,,,,,,,,,,〇,,,,,,,,,
722,ダニエレ・フランチェスキーニ,SMF,CMF,WB,,,両,B,178,右,75,72,73,75,75,75,76,75,73,78,71,78,74,78,74,74,73,75,76,76,75,71,79,75,87,6,4,4,,,〇,〇,,,,,,〇,,,,,,,,,,,
723,フェレ,SMF,OMF,,,,利,B,187,右,73,71,74,81,69,69,72,69,78,77,80,78,82,78,75,74,75,84,80,74,72,72,76,72,75,5,6,6,,,,,〇,,,,,,,,,,,,,,,,
724,バリシュ・エズベク,CMF,SMF,DMF,SB,,逆,B,180,右,73,72,74,82,79,77,79,76,71,76,76,74,73,76,72,75,74,73,74,76,77,71,83,73,75,6,5,5,,,,,,,,,,,,,,,,,,,,,
725,ル・タレク,ST,OMF,SMF,,,利,B,184,右,78,66,72,70,71,79,78,75,79,75,85,74,75,69,76,72,83,78,77,79,72,85,65,73,73,5,6,5,,,,,,,,,,,,,,,〇,〇,,,,,
726,ディド,OMF,CMF,,,,,B,175,右,75,74,71,81,69,73,73,77,78,73,84,78,79,72,71,69,69,85,84,68,71,80,80,68,83,5,6,6,,,,,〇,,,,,,,,,,〇,〇,,,,,
727,キューウェル,SMF,ST,WG,OMF,,両,C,180,左,79,69,71,71,69,71,74,73,81,73,81,83,85,78,77,75,78,80,81,66,68,81,71,75,75,2,6,6,,〇,,〇,〇,〇,,,,〇,,,,,,,,,,,
728,ガライ,CB,,,,,,C,189,右,67,81,84,78,74,72,73,72,67,72,72,80,76,84,68,93,68,81,72,77,87,65,77,67,70,4,5,5,,,,,,,,,,,,,,,,,〇,,,,〇
729,メクセス,CB,SW,,,,左,B,187,左,67,90,83,73,68,71,88,71,72,70,74,77,72,76,70,77,76,72,70,84,87,73,78,67,80,5,5,5,,,,,,,,,,,,,,,,,〇,〇,〇,〇,
730,ロヴィーゾ,DMF,OMF,,,,,B,178,左,73,73,72,76,71,72,72,75,73,70,81,85,83,84,74,82,72,81,86,71,69,76,72,67,72,5,5,5,,,,,〇,〇,,,,,,,〇,,,,,,,,
731,ギョクデニズ・カラデニズ,SMF,ST,WG,OMF,,両,B,169,右,77,70,68,76,80,86,74,83,79,83,73,74,77,73,74,75,75,75,73,67,76,77,71,75,71,5,5,5,,,,,,,,,,,,,,,,,,,,,
732,エマヌエル・リバス,OMF,ST,SMF,,,左,B,175,左,76,68,72,73,78,84,71,86,83,82,73,78,72,74,77,70,74,73,74,68,73,82,70,77,70,4,5,5,,〇,,,,,,,,,,,,,,,,,,,
733,ロナルド・バルガス,OMF,ST,SMF,,,利,B,174,右,74,67,74,73,74,81,72,85,83,80,79,75,76,73,74,74,74,78,79,68,70,83,70,77,67,3,7,6,,〇,,,,,,,,,,,,,,,,,,,
734,ドゥヴォー,CMF,WG,SMF,,,左,B,185,左,74,71,71,72,70,74,70,77,80,79,75,83,76,84,69,74,80,81,78,68,77,78,71,75,72,5,6,6,,〇,,,,,,,,,,,,,,,,,,,
735,カボレ,CMF,SMF,DMF,SB,,逆,B,181,右,72,72,75,80,79,77,75,79,73,79,76,82,77,76,73,79,69,76,77,71,77,73,73,71,71,4,5,5,,,,,,,,,,,,,,,,,,,,,〇
736,ガブリエウ,SB,SMF,CMF,WB,,両,B,172,右,75,71,69,82,83,78,75,78,75,79,72,72,83,79,73,76,74,82,82,66,76,73,70,74,67,5,5,5,,,,,,,,,,,,,,,,,,,,,
737,タイウォ,SB,WB,,,,右,C,183,右,75,71,78,77,88,81,75,77,69,78,66,70,78,85,74,89,71,81,71,69,81,69,65,74,65,7,3,3,,,,,,,,,,,☆,〇,,,,,,,,,〇
738,サノゴ,CF,ST,,,,,B,188,右,81,65,84,72,81,72,80,67,75,77,73,71,69,69,81,80,81,68,67,79,87,74,69,79,70,4,4,4,,,,,,,〇,,〇,,,,〇,,,,,,,,
739,クトゥゾフ,ST,CF,OMF,SMF,,両,B,183,右,78,68,75,72,74,75,75,74,76,77,78,76,74,75,72,75,76,74,74,75,73,80,71,75,82,6,7,6,,,,〇,,,,,,〇,,,,,〇,,,,,,
740,マドゥーロ,CB,CMF,DMF,SB,,左,B,185,左,69,80,82,80,70,70,75,73,72,75,77,81,75,79,73,83,73,75,74,76,76,73,75,69,80,5,5,5,,,,,,,,,,,,,,,,,〇,,,〇,〇
741,ジョルジュ・ワグネル,SMF,ST,OMF,WB,,両,C,178,右,76,70,72,73,74,75,72,74,77,75,79,76,79,81,76,79,76,85,84,68,72,77,69,73,69,4,4,4,,,,,,,,,,,〇,,,,,,,,,,
742,アイウトン・アウメイダ,CF,,,,,,C,180,右,77,66,76,72,81,78,78,79,80,74,72,73,69,71,79,74,84,72,70,78,85,77,65,77,69,4,5,5,,,,,,,,,,,,,〇,,,,,,,,
743,アリ・ダ・シウヴァ,CF,,,,,右,C,182,右,81,65,76,72,76,73,84,74,74,74,76,71,70,69,82,78,85,72,70,73,78,79,72,78,72,5,5,5,,,,,,,〇,,,,,,〇,,〇,,,,,,
744,ボグリアシーノ,CMF,OMF,SMF,,,右,B,177,右,72,72,73,79,74,74,76,74,76,74,82,75,82,76,72,75,75,77,82,73,71,80,72,71,76,4,3,3,,,,,〇,,,,,,,,,,,〇,,,,,
745,メフメト・トパル,DMF,CMF,CB,,,,B,187,右,68,79,82,82,76,71,81,69,72,73,77,77,75,76,70,87,70,74,73,77,78,71,81,68,77,5,6,5,,,,,,,,,,,,,〇,,,,,〇,〇,〇,
746,ムスタファ・サルプ,DMF,CMF,CB,,,右,B,187,右,70,75,82,85,70,69,81,71,71,73,75,77,72,78,71,84,71,72,72,84,77,71,85,69,80,6,4,4,,,,,,,,,,,,,,,,,,,,,〇
747,ルモワーヌ,DMF,CMF,,,,,B,175,右,70,78,77,86,71,76,87,77,69,71,76,72,77,76,71,71,69,83,81,71,74,72,83,69,78,7,5,5,,,,,,,,,,,,,,,,,,,〇,〇,
748,ジュカ,DMF,OMF,CMF,,,,B,179,右,77,71,73,79,71,73,75,74,74,70,79,75,82,77,77,85,73,88,77,68,70,77,73,72,73,5,5,5,,,〇,,〇,,,,,,〇,,〇,,,,,,,,
749,マイケル・ドーソン,CB,,,,,,B,188,右,67,86,86,84,68,74,84,69,70,67,74,76,75,78,67,76,70,68,67,87,85,70,82,71,78,6,5,5,,,,,,,,,,,,,,,,,〇,〇,〇,〇,
750,エココ,WG,SMF,,,,両,B,178,右,73,67,74,73,77,86,68,78,77,87,72,72,79,80,72,74,77,83,81,67,77,73,69,73,69,4,5,5,〇,,,,,,,,,,,〇,,,,,,,,,
751,アンドレ・アエウ,WG,ST,OMF,SMF,CMF,両,B,176,右,74,70,75,73,80,76,74,80,86,87,71,71,77,78,72,76,75,80,81,66,77,77,66,75,65,3,3,3,〇,,,,,,,,,,,,,,,,,,,,
752,スレイマヌ・キャマラ,CF,WG,,,,逆,B,174,右,75,69,73,73,80,83,72,75,75,84,71,75,71,76,75,73,83,72,72,72,87,75,69,75,70,4,5,5,〇,,,,,,,,,,,,,,,,,,,,
753,エセキエル・ジャマ,SMF,WG,,,,両,B,179,右,74,69,72,76,77,77,71,79,79,84,72,77,83,81,73,74,74,79,83,66,68,76,70,75,70,5,4,4,,,,,,,,,,,,〇,,,,,,,,,
754,フラド,OMF,SMF,CMF,,,両,B,173,右,76,69,72,76,73,76,72,81,83,83,84,73,83,75,73,70,74,78,77,66,70,83,70,73,72,4,6,6,,〇,,,〇,,,,,,,,,,,〇,,,,,
755,グリーニング,CMF,SMF,,,,左,B,180,左,78,70,74,78,71,75,70,76,80,80,77,74,80,73,75,75,73,75,77,70,72,78,73,74,77,6,6,5,,〇,,,,,,,,,,,,,,,,,,,
756,ロドルフォ・ガマラ,ST,SMF,,,,逆,B,168,右,80,65,68,76,78,82,83,85,75,79,73,72,71,69,79,72,77,78,76,74,78,74,71,73,70,4,5,5,,,,,,,〇,,,,,,,,,,,,,,
757,ルイス・ペレス,OMF,SMF,CMF,DMF,,逆,B,171,右,74,69,70,79,76,80,78,86,77,78,80,80,73,68,72,69,72,75,75,74,80,79,71,75,75,5,5,5,,,,〇,,〇,,,,,,,,,,,,,,,
758,グベルティ,SMF,ST,WG,OMF,WB,両,B,180,右,76,71,72,78,77,80,77,79,77,78,73,74,73,75,75,75,75,75,77,72,72,77,72,75,72,6,5,5,,,,,,,,,,,,,,,,,,,,,
759,ネイラ,CMF,DMF,CB,,,,B,180,右,75,67,75,74,69,75,72,78,76,78,80,82,77,76,76,80,76,78,78,72,70,78,73,75,75,4,5,5,,,,〇,,〇,,,,〇,,,,,,〇,,,,,
760,テージョ,SMF,WG,OMF,WB,SB,利,B,167,右,75,71,68,77,75,76,75,77,80,78,78,74,82,85,73,75,75,79,83,65,69,80,69,72,72,4,5,5,,,,,〇,☆,,,,,,☆,,,,,,,,,
761,ホニエル・モンターニョ,OMF,ST,,,,,B,170,右,76,66,74,71,74,75,73,78,78,77,83,82,82,78,77,72,74,76,76,68,70,76,71,77,75,6,5,5,,,,〇,〇,〇,,,,〇,,,,,,,,,,,
762,ブスファ,ST,OMF,,,,,B,167,右,78,66,69,82,74,79,69,84,81,76,85,76,76,71,74,73,77,85,84,65,69,82,69,75,65,5,5,5,,,,,,,,,,,,,,,,〇,,,,,
763,ガブリエル・ペレイラ,OMF,ST,SMF,CMF,DMF,両,B,175,左,78,71,72,74,72,74,69,74,78,75,81,76,80,75,80,74,75,80,78,70,69,81,77,72,79,5,5,5,,,,,〇,,,〇,,,,,,〇,,,,,,,
764,アレックス・ラファエウ,OMF,ST,SMF,WB,SB,利,B,175,右,79,70,70,75,71,74,71,78,83,75,84,78,79,76,77,78,73,83,84,65,68,82,69,74,67,4,4,4,,〇,,,〇,,,,,,,,,,,〇,,,,,
765,ビオンディーニ,CMF,DMF,,,,左,A,178,左,73,74,74,86,73,73,79,75,73,73,77,80,75,75,71,74,72,72,74,74,75,74,84,70,83,6,5,5,,,,,,〇,,,,,,,,,,,,,,,
766,アントニー・モデスト,CF,,,,,,B,186,右,78,65,82,74,79,76,84,68,74,72,67,65,69,65,82,83,84,82,80,73,77,78,72,75,70,5,5,5,,,,,,,,,〇,,〇,,〇,,〇,,,,,,
767,セバスティアン・バタグリア,DMF,,,,,,B,180,左,72,78,76,83,71,71,78,72,71,72,80,78,79,77,73,78,72,73,72,74,76,77,72,70,83,6,5,5,,,,,〇,,,,,,,,〇,,,,,,〇,〇,
768,ナウド,CB,SW,,,,,B,198,右,71,84,89,78,76,68,79,67,71,71,77,72,75,72,69,94,70,77,74,81,77,70,73,73,70,5,5,5,,,,☆,,,,,,,,,,,,,〇,〇,,,〇
769,マテウス・ナシメント,ST,OMF,SMF,,,利,B,175,左,73,69,71,75,77,83,70,81,79,83,75,72,77,80,77,73,77,82,80,67,68,75,70,73,71,5,4,4,〇,,,,,,,,,,,,,,,,,,,,
770,パラシオ,ST,CF,WG,,,両,B,175,右,83,65,72,76,84,79,69,77,82,82,72,75,73,74,78,76,79,72,72,71,73,76,65,81,70,4,6,5,,〇,,,,,,,,,,,,,,,,,,,
771,ロデイロ,OMF,ST,WG,SMF,,両,B,173,右,74,67,70,75,71,80,69,86,85,81,78,79,79,76,75,72,74,79,81,66,73,86,65,75,65,4,3,3,,〇,,,,,,,,,,,,,〇,,,,,,
772,チテ,ST,CF,,,,,B,176,右,82,65,74,82,85,81,74,78,73,79,69,71,68,68,82,73,82,71,70,73,79,68,71,82,73,4,7,7,,,,,,,〇,,,,,,,,,,,,,,
773,ウーゴ・イバーラ,SB,WB,,,,利,B,171,右,74,74,72,85,80,78,69,77,76,78,70,73,81,79,71,76,72,69,72,68,74,76,78,74,84,5,5,5,,,,,,,,,,,,〇,,,,,,,,,
774,バーカル,CMF,WG,OMF,DMF,,左,B,183,左,75,71,75,76,75,75,73,74,76,77,77,73,79,83,72,78,71,79,80,73,72,76,67,83,72,5,6,6,,,,,,,,,,,,,,,,,,,,,
775,ゴンサロ・カストロ,SMF,ST,OMF,,,両,B,176,右,79,69,72,75,77,78,68,77,79,77,74,74,75,81,76,81,77,80,82,65,70,80,70,73,70,4,4,4,,,,,,,,,,,〇,,,,,,,,,,
776,ノーラン・ルー,CF,ST,,,,,B,182,右,78,65,74,75,69,78,74,76,77,77,78,82,78,75,79,72,81,74,73,69,69,77,71,73,80,3,6,6,,,,,,〇,,,,,,,,,,,,,,,
777,アメオビ,CF,WG,SMF,,,右,B,188,右,77,70,80,72,78,77,78,71,81,73,71,72,70,73,83,82,82,72,69,72,76,75,65,77,75,4,5,5,,〇,,〇,,,,,〇,〇,〇,,,,,,,,,,
778,エドゥアール・シセ,DMF,SMF,CMF,,,右,B,186,右,70,81,80,79,69,69,78,68,72,71,76,77,73,76,77,80,72,76,76,76,86,71,78,71,80,6,6,6,,,,,,,,,,,,,,〇,,,〇,〇,〇,〇,
779,オスカル・カルドーソ,CF,,,,,,B,192,左,84,65,86,70,73,69,82,67,76,69,70,67,67,65,87,88,78,85,76,80,69,76,73,85,69,6,4,4,,,,,,,〇,〇,〇,,〇,,〇,,,,,,,,
780,リヴェラーニ,DMF,OMF,,,,左,B,175,左,77,70,72,73,69,69,69,74,80,67,86,81,89,79,76,74,73,79,85,68,70,83,72,68,86,5,3,3,,,,,☆,☆,,,,,,,,,〇,〇,,,,,
781,スターリッジ,ST,,,,,,B,188,右,77,66,75,71,83,88,74,82,78,87,77,74,71,66,78,75,79,73,73,69,69,77,65,82,65,4,5,5,〇,,,,,,,,,,,,〇,,,,,,,,
782,マティアス・フェルナンデス,OMF,SMF,,,,逆,B,176,左,75,70,70,71,76,81,68,84,83,86,83,74,76,68,75,74,75,83,83,65,68,84,65,72,71,3,5,5,☆,〇,,,,,,,,,,,,,☆,〇,,,,,
783,クルザ,SMF,ST,WG,,,利,B,165,左,76,66,68,74,86,87,73,83,75,81,77,73,78,72,77,71,77,73,73,65,69,74,70,83,78,5,4,4,,,,〇,,,,,,〇,,,,,,,,,,,
784,サエンコ,SMF,ST,WG,OMF,,利,B,177,右,79,69,70,76,77,79,73,83,77,80,75,76,73,73,77,73,77,74,72,73,75,75,75,77,70,4,6,6,,,,,,,,,,,,,,〇,,,,,,,
785,ペリシッチ,OMF,ST,SMF,,,左,B,180,左,75,71,74,80,72,75,73,72,79,78,82,80,78,73,75,71,76,78,76,70,70,77,71,73,75,4,6,5,,,,,〇,,,,,,,,,,,,,,,,
786,レヴェイエール,SB,,,,,両,B,181,右,72,74,73,80,76,75,73,78,74,77,74,75,82,81,72,74,72,74,70,70,72,76,79,72,77,6,5,5,,,,,,,,,,,,〇,,,,,,,,,
787,ルーリンク,WG,ST,SMF,,,右,B,173,右,79,70,70,73,75,80,69,78,81,77,77,73,81,74,74,76,81,73,75,70,71,77,75,73,74,4,5,5,,〇,,,,,,,,,,,,,,,,,,,
788,マルヴィン・マルタン,OMF,SMF,CMF,,,両,B,171,右,75,69,69,80,70,80,74,85,80,77,80,80,79,79,71,70,76,81,80,67,70,74,72,73,72,4,5,5,,,,,〇,〇,,,,,,,,,,,,,,,
789,チンガ,CMF,OMF,SMF,DMF,,両,B,170,右,76,71,72,83,78,81,79,86,73,76,74,71,73,68,74,70,76,74,76,73,84,73,77,72,71,5,5,5,,,,,,,,,,,,,,,,,,,,,
790,チンガ,CMF,OMF,SMF,DMF,,両,B,170,右,76,71,71,83,78,81,79,86,73,76,74,71,73,68,74,70,76,74,76,73,84,73,77,72,71,5,5,5,,,,,,,,,,,,,,,,,,,,,
791,コアデ,DMF,CMF,,,,右,C,180,右,72,73,75,82,69,74,71,82,74,76,80,77,79,77,67,83,67,82,77,74,79,72,74,70,76,5,5,5,,,,,〇,,,,,,,,〇,,,,,,,,
792,サンブエサ,SMF,OMF,,,,両,B,174,右,77,70,70,73,74,76,69,77,82,73,80,73,79,75,79,80,74,78,79,65,75,79,71,74,74,4,4,4,,〇,,,〇,,,,,,〇,,,,,,,,,,
793,グルジ,OMF,SMF,CMF,,,左,C,173,左,74,70,73,76,72,70,75,70,76,72,81,81,79,78,79,76,77,83,80,68,70,75,77,77,72,5,5,5,,,,,〇,〇,,〇,,,,,,〇,,,,,,,
794,ディアラ,DMF,CMF,,,,,A,183,右,72,77,86,90,81,73,75,75,70,70,72,76,68,76,67,84,72,68,67,76,90,69,75,70,81,6,6,5,,,,,,,,,,,,,〇,,,,,,,〇,〇
795,パレルモ,CF,,,,,右,C,187,右,84,65,88,70,68,69,76,68,72,68,72,73,69,65,87,77,86,70,66,94,81,74,83,84,73,5,4,4,,,〇,,,,☆,〇,☆,,,,〇,〇,,,,,,,
796,ミケル,OMF,SMF,CMF,DMF,,両,B,184,右,73,76,83,79,75,73,76,73,78,68,84,75,80,73,73,81,73,74,74,74,74,80,66,71,72,4,5,5,,,,,〇,,,,,,,,,,,〇,,,,,
797,サンカル,OMF,SMF,CMF,SB,,逆,B,184,右,72,71,75,75,75,83,69,83,80,86,71,78,75,81,68,76,76,81,78,70,71,72,70,71,70,4,5,4,〇,,,,,,,,,,,,,,,,,,,,
798,モッソロ,OMF,ST,SMF,,,左,B,170,左,74,69,73,73,74,84,75,87,78,85,75,74,76,74,76,69,73,81,78,65,70,77,68,76,71,4,4,4,〇,,,,,,,,,,,,,,,,,,,,
799,バレンズエラ,SMF,WG,WB,,,利,B,165,右,75,70,68,80,78,87,71,88,76,84,71,70,78,76,74,71,74,78,76,65,75,75,71,77,70,4,5,5,,,,,,,,,,,,〇,,,,,,,,,
800,オリエク,CF,WG,SMF,,,左,A,181,左,73,67,81,72,77,75,78,72,75,81,68,74,68,73,77,86,82,75,73,73,70,74,71,81,72,5,5,5,,,,,,,,,〇,,〇,,,,,,,,,,
801,ステファーヌ・ダルマ,OMF,SMF,CMF,,,両,B,180,右,76,71,73,71,69,71,70,72,83,81,82,77,76,81,79,78,76,83,77,73,68,84,66,73,71,4,6,6,,〇,,,,,,,,,,,,,〇,〇,,,,,
802,サニャ,SB,,,,,利,B,176,右,74,72,71,84,85,82,74,84,72,77,74,76,75,77,70,72,72,72,73,67,81,73,69,72,75,7,4,4,,,☆,,,☆,,,,,,〇,,,,,,,,,
803,デル・オルノ,SB,WB,,,,両,B,183,右,73,73,74,74,77,74,70,72,72,77,71,71,76,77,73,77,73,81,82,80,80,69,78,73,77,5,4,4,,,,,,,,,,,,〇,,,,,,,,,〇
804,オマール・ブラボ,CF,ST,SMF,,,右,B,169,右,80,65,68,81,79,84,88,84,74,76,72,67,68,65,80,68,80,71,68,73,82,76,68,84,75,4,5,5,,,,〇,,,〇,,,〇,,,,,,,,,,,
805,ポーリ,CMF,OMF,DMF,,,左,C,181,左,74,72,73,80,73,71,76,73,77,73,82,82,81,76,73,73,73,78,80,71,70,81,73,70,75,5,5,5,,,,,〇,〇,,,,,,,〇,,,〇,,,,,
806,ジギッチ,CF,,,,,,B,202,右,82,65,92,74,72,68,80,67,73,72,73,71,69,71,79,84,81,73,70,82,71,76,76,75,74,5,6,6,,,〇,,,,☆,,☆,,〇,,〇,〇,,,,,,,
807,マルグリュー,SB,SMF,DMF,CB,,両,B,191,右,71,72,82,75,71,72,69,67,71,71,70,80,84,87,74,85,71,86,85,74,73,71,69,75,72,5,4,4,,,,,,,,,,,,,,,,,,,,,
808,キ・ソンヨン,CMF,OMF,,,,,B,186,右,74,71,75,76,68,69,73,70,74,70,82,79,83,81,75,76,73,86,79,71,69,78,76,73,79,5,5,5,,,,,〇,,,,,,,,〇,,,〇,,,,,
809,マケレレ,DMF,,,,,,B,174,右,69,85,73,82,69,71,83,75,72,69,84,76,73,70,70,74,71,72,70,73,74,78,88,70,88,7,5,4,,,,,,,,,,,,,,,〇,〇,☆,,☆,,
810,ヴィディッチ,CB,DMF,SB,,,右,B,189,右,66,92,93,83,70,72,91,68,65,68,71,74,69,73,68,75,69,68,67,91,88,68,83,66,81,6,4,4,,,,,,,,,,,,,,,,,〇,〇,〇,〇,
811,バリー・ファーガソン,CMF,DMF,,,,,B,178,右,73,74,74,80,69,71,75,71,73,68,81,84,81,81,74,78,72,75,77,70,70,76,86,70,80,6,5,5,,,,,〇,〇,,,,,,,〇,,,,,,,,
812,アレックス・テイシェイラ,ST,OMF,SMF,,,両,B,173,左,75,68,71,76,83,84,73,81,81,85,77,74,72,72,75,72,74,75,74,70,69,80,65,77,71,4,6,5,〇,,,,,,,,,,,,,,,,,,,,
813,アルハッサン・ケイタ,CF,ST,SMF,,,利,B,169,右,80,65,70,73,86,84,84,86,76,83,67,68,65,66,81,71,82,71,68,74,84,70,71,82,65,4,5,5,〇,,,,,,〇,,,,,,,,,,,,,,
814,エル・アラビ,SMF,CF,WG,,,両,B,180,右,73,67,74,74,77,79,76,72,79,83,67,67,70,76,82,80,81,80,78,72,78,73,65,81,65,4,7,7,,,,,,,,,,,〇,,,,,,,,,,〇
815,パダリーノ,SMF,WG,WB,,,右,B,177,右,75,70,71,84,77,77,73,77,73,80,71,75,74,78,72,74,71,72,76,72,73,73,79,74,79,5,6,6,,,,,,,,,,,,〇,,,,,,,,,
816,マメ・ディウフ,CF,,,,,,B,185,右,78,65,77,73,76,79,86,83,72,78,67,65,67,65,83,77,80,72,73,81,84,71,65,83,71,5,5,5,,,,,,,,,〇,,,,〇,,,,,,,,
817,トテ,ST,CF,SMF,,,左,B,177,右,80,65,75,72,71,77,79,78,80,78,74,77,71,68,77,77,84,74,73,73,79,75,76,73,65,4,3,2,,,,,,,,,,,,,,〇,,,,,,,
818,パリージ,SB,SMF,WB,,,利,B,184,右,73,71,74,72,76,71,70,72,73,78,72,81,84,90,72,85,73,81,76,69,74,72,73,75,67,4,4,4,,,,,,,,,,,,〇,,,,,,,,,
